Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Brothers In Arms DS,DS,2007,Shooter,Ubisoft,0.03,0,0,0,0.04,72,27,8,25,Gameloft,T
Platinum Sudoku,DS,2007,Puzzle,Ubisoft,0.03,0.01,0,0,0.04,,,tbd,,Gameloft,E
Real Soccer 2008,DS,2007,Sports,Ubisoft,0.03,0,0,0,0.04,,,tbd,,Gameloft,E
Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,0.01,0.02,0,0,0.04,81,35,8.9,219,Gas Powered Games,E10+
Heatseeker,PSP,2007,Action,Codemasters,0.04,0,0,0,0.04,49,7,tbd,,IR Gurus,T
Empire Earth III,PC,2007,Strategy,Vivendi Games,0,0.03,0,0.01,0.04,50,40,2.8,53,Mad Doc Software,T
Bubble Bobble Double Shot,DS,2007,Puzzle,Rising Star Games,0.03,0,0,0,0.04,50,12,4.8,4,Marvelous Entertainment,E
World in Conflict,PC,2007,Strategy,Vivendi Games,0,0.03,0,0.01,0.04,89,44,8.1,301,Massive Entertainment,T
Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,2007,Racing,Black Bean Games,0.03,0,0,0,0.04,,,tbd,,Milestone S.r.l,E10+
City Life: World Edition,PC,2007,Simulation,Monte Christo Multimedia,0,0.04,0,0,0.04,75,7,8.2,9,Monte Cristo Multimedia,E
Smash Court Tennis 3,PSP,2007,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,68,30,6.3,4,Namco Bandai Games,E
Samurai Warriors 2: Empires,X360,2007,Action,Tecmo Koei,0.03,0,0.01,0,0.04,53,29,8.5,13,Omega Force,T
The Monkey King: The Legend Begins,Wii,2007,Shooter,Starfish,0.04,0,0,0,0.04,,,tbd,,Opera House,E
PopCap Arcade Vol 1,X360,2007,Puzzle,PopCap Games,0.04,0,0,0,0.04,,,tbd,,PopCap,E
Meteos: Disney Magic,DS,2007,Puzzle,Disney Interactive Studios,0.01,0.02,0,0,0.04,74,36,6.6,5,Q Entertainment,E
Tsumiki: Block Drop Mania,DS,2007,Action,Nobilis,0.04,0,0,0,0.04,,,tbd,,RED Entertainment,E
Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,0.01,0.03,0,0.01,0.04,87,36,8.6,235,Relic,M
Front Mission,DS,2007,Strategy,Square Enix,0.01,0,0.03,0,0.04,72,19,8.9,9,Square Enix,E10+
Virtua Tennis 3,X360,2007,Sports,Sega,0.03,0.01,0,0,0.04,80,34,6.8,26,Sumo Digital,E
Pony Friends,DS,2007,Simulation,Eidos Interactive,0,0.04,0,0.01,0.04,67,8,6.6,12,Tantalus Interactive,E
Zoo Hospital,DS,2007,Simulation,Eidos Interactive,0.03,0,0,0,0.04,53,6,tbd,,Torus Games,E
Bionicle Heroes,Wii,2007,Shooter,Eidos Interactive,0.03,0,0,0,0.04,52,7,5.8,5,Traveller's Tales,E10+
Surf's Up,PS3,2007,Sports,Ubisoft,0.03,0,0,0,0.04,59,8,5.1,7,Ubisoft,E10+
TMNT,DS,2007,Action,Ubisoft,0.03,0.01,0,0,0.04,42,10,2.2,5,Ubisoft,E10+
Dead Head Fred,PSP,2007,Action,D3Publisher,0.04,0,0,0,0.04,75,30,7.3,23,Vicious Cycle,M
Draglade (JP sales),DS,2007,Fighting,505 Games,0,0,0.04,0,0.04,,,,,,
Super Robot Taisen: Scramble Commander the 2nd,PS2,2007,Strategy,Banpresto,0,0,0.04,0,0.04,,,,,,
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,2007,Adventure,D3Publisher,0,0,0.04,0,0.04,,,,,,
Banushi Life Game: Winner's Circle,DS,2007,Sports,Genki,0,0,0.04,0,0.04,,,,,,
Lise no Atelier: Ordre no Renkinjutsushi,DS,2007,Role-Playing,Gust,0,0,0.04,0,0.04,,,,,,
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,
Holly Hobbie & Friends,DS,2007,Misc,Majesco Entertainment,0.04,0,0,0,0.04,,,,,,
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,2007,Misc,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
Yes! PreCure 5,DS,2007,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,2007,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04,,,,,,
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,2007,Misc,Paon,0,0,0.04,0,0.04,,,,,,
Monster Trux Arenas: Special Edition,Wii,2007,Racing,Popcorn Arcade,0.04,0,0,0,0.04,,,,,,
R-Type Command (correct US sales),PSP,2007,Strategy,Rising Star Games,0.04,0,0,0,0.04,,,,,,
Watashi no Relaxuma,DS,2007,Simulation,Rocket Company,0,0,0.04,0,0.04,,,,,,
Imabikisou,PS3,2007,Adventure,Sega,0,0,0.04,0,0.04,,,,,,
Onsei Kanjou Sokuteiki: Kokoro Scan,DS,2007,Misc,Sega,0,0,0.04,0,0.04,,,,,,
King of Fighters: Maximum Impact Regulation A,PS2,2007,Fighting,SNK Playmore,0,0,0.04,0,0.04,,,,,,
NHRA Drag Racing: Countdown to the Championship,PS2,2007,Racing,THQ,0.02,0.01,0,0,0.04,,,,,,
Enchanted Arms (JP sales),PS3,2007,Role-Playing,Ubisoft,0,0,0.04,0,0.04,,,,,,
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,DS,2007,Racing,Zoo Digital Publishing,0.03,0,0,0,0.04,,,,,,
GoPets: Vacation Island,DS,2008,Simulation,Konami Digital Entertainment,0.03,0,0,0,0.04,,,tbd,,1st Playable Productions,E
World of Goo,PC,2008,Puzzle,2D Boy,0,0.03,0,0.01,0.04,90,26,8.5,607,2D Boy,E
Looney Tunes: Cartoon Conductor,DS,2008,Misc,Eidos Interactive,0.04,0,0,0,0.04,67,17,tbd,,Amaze Entertainment,E
Shaun the Sheep,DS,2008,Adventure,D3Publisher,0.04,0,0,0,0.04,58,5,tbd,,Art,E
Igor: The Game,DS,2008,Adventure,Legacy Interactive,0.04,0,0,0,0.04,43,4,tbd,,Artefacts Studio,E
The Tale of Despereaux,Wii,2008,Platform,Brash Entertainment,0.04,0,0,0,0.04,,,tbd,,Brash Entertainment,E10+
Devil May Cry 4,PC,2008,Action,Capcom,0.01,0.02,0,0.01,0.04,78,21,8.5,353,Capcom,M
GRID,PC,2008,Racing,Codemasters,0,0.03,0,0.01,0.04,87,25,7.9,463,Codemasters,E
Myth Makers: Trixie in Toyland,Wii,2008,Platform,Popcorn Arcade,0.04,0,0,0,0.04,,,0.2,5,Data Design Interactive,E
SPRay,Wii,2008,Action,Tecmo Koei,0.04,0,0,0,0.04,42,16,4.5,6,EKO Software,E10+
Little Red Riding Hood's Zombie BBQ,DS,2008,Shooter,Destineer,0.03,0,0,0,0.04,68,15,7.3,8,EnjoyUp Games,T
Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,System 3 Arcade Software,0,0.03,0,0.01,0.04,71,37,6.2,26,Eutechnyx,E
Candace Kane's Candy Factory,DS,2008,Action,Destineer,0.04,0,0,0,0.04,,,tbd,,F84 Games,E
S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,Deep Silver,0,0.03,0,0.01,0.04,75,47,7.7,478,GSC Game World,M
Backyard Baseball '09,Wii,2008,Sports,Atari,0.04,0,0,0,0.04,37,4,7.8,5,Humongous Entertainment,E
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,Ignition Entertainment,0.03,0,0,0,0.04,67,30,8.2,29,InLight Entertainment,E10+
Fading Shadows,PSP,2008,Puzzle,Ivolgamus,0.03,0,0,0,0.04,62,13,tbd,,Ivolgamus,E
Lux-Pain,DS,2008,Adventure,Rising Star Games,0.04,0,0,0,0.04,48,33,6.2,18,Killaware,T
Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.04,0,0,0,0.04,42,14,7.1,13,Krome Studios,T
Luxor: Pharaoh's Challenge,Wii,2008,Puzzle,Funsta,0.01,0.02,0,0,0.04,,,tbd,,MumboJumbo,E
Twin Strike: Operation Thunder,Wii,2008,Shooter,Zoo Games,0.04,0,0,0,0.04,50,7,8.3,6,Naps Team,E10+
Bratz Kidz,DS,2008,Misc,Game Factory,0.03,0,0,0,0.04,,,tbd,,Neko Entertainment,E
Monster Band,DS,2008,Misc,Tivola,0.04,0,0,0,0.04,,,tbd,,Novarama,E
Story Hour: Fairy Tales,Wii,2008,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.04,,,tbd,,Other Ocean Interactive,E
Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,Avanquest,0.04,0,0,0,0.04,56,4,tbd,,Paprikari,E
Mazes of Fate DS,DS,2008,Role-Playing,Graffiti,0.04,0,0,0,0.04,,,tbd,,Sabarasa Entertainment,T
The Dark Spire,DS,2008,Role-Playing,Success,0.04,0,0,0,0.04,69,23,7.7,21,Success,E10+
LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.02,0.02,0,0,0.04,78,14,7.7,35,Traveller's Tales,E10+
PopStar Guitar,PS2,2008,Misc,XS Games,0.02,0.01,0,0,0.04,,,tbd,,XS Games,T
Memories Off 6: T-Wave,PS2,2008,Adventure,5pb,0,0,0.04,0,0.04,,,,,,
Ookami to Koushinryou: Boku to Horo no Ichinen,DS,2008,Adventure,ASCII Media Works,0,0,0.04,0,0.04,,,,,,
Phoenix Wright: Revived Turnabout,DS,2008,Misc,Capcom,0,0,0.04,0,0.04,,,,,,
12Riven: The Psi-Climinal of Integral,PS2,2008,Adventure,CyberFront,0,0,0.04,0,0.04,,,,,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,2008,Misc,D3Publisher,0,0,0.04,0,0.04,,,,,,
"My World, My Way (US sales)",DS,2008,Role-Playing,Global A Entertainment,0.04,0,0,0,0.04,,,,,,
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",DS,2008,Misc,GungHo,0,0,0.04,0,0.04,,,,,,
Kanuchi: Shiroki Tsubasa no Shou,PS2,2008,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,
Motto TOEIC Test DS Training,DS,2008,Misc,IE Institute,0,0,0.04,0,0.04,,,,,,
Zoo Quest: Puzzle Fun!,DS,2008,Puzzle,JoWood Productions,0.04,0,0,0,0.04,,,,,,
Hanayori Danshi: Koi Seyo Onago,DS,2008,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,2008,Simulation,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,
Katekyoo Hitman Reborn! Battle Arena,PSP,2008,Fighting,Marvelous Interactive,0,0,0.04,0,0.04,,,,,,
99 no Namida,DS,2008,Adventure,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008,Misc,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
Pia Carrot e Youkoso!! 2.5,DC,2008,Adventure,NEC Interchannel,0,0,0.04,0,0.04,,,,,,
Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008,Misc,Nintendo,0,0,0.04,0,0.04,,,,,,
Battle Rage,Wii,2008,Shooter,Popcorn Arcade,0.04,0,0,0,0.04,,,,,,
Clannad,PSP,2008,Adventure,Prototype,0,0,0.04,0,0.04,,,,,,
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,2008,Shooter,Sega,0,0,0.04,0,0.04,,,,,,
Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008,Adventure,Sony Computer Entertainment,0,0,0.04,0,0.04,,,,,,
Twilight Syndrome: Kinjiratera Toshi Densetsu,DS,2008,Adventure,Spike,0,0,0.04,0,0.04,,,,,,
System 3 presents Ferrari Challenge Trofeo Pirelli,DS,2008,Racing,System 3 Arcade Software,0.03,0,0,0,0.04,,,,,,
Naruto Shippuden: Dairansen! Kage Bunshin Emaki,DS,2008,Action,Takara Tomy,0,0,0.04,0,0.04,,,,,,
Go Diego Go!: Safari Rescue,PS2,2008,Action,Take-Two Interactive,0.02,0.02,0,0.01,0.04,,,,,,
National Geographic Panda (US sales),DS,2008,Simulation,Ubisoft,0.04,0,0,0,0.04,,,,,,
Fashion Week Jr. Designer,DS,2009,Simulation,505 Games,0.04,0,0,0,0.04,,,tbd,,505 Games,E
Farm Frenzy 3,PC,2009,Strategy,Alawar Entertainment,0,0.03,0,0.01,0.04,,,tbd,,"Alawar Entertainment, Inc, Alawar Entertainment",E
Coraline,DS,2009,Action,D3Publisher,0.04,0,0,0,0.04,,,tbd,,Art,E
DT Carnage,PSP,2009,Racing,Agetec,0.03,0,0,0,0.04,,,tbd,,Axis Entertainment,E10+
Stoked: Big Air Edition,X360,2009,Sports,Namco Bandai Games,0.02,0.02,0,0,0.04,72,21,7.7,16,Bongfish,T
Ski-Doo Snowmobile Challenge,X360,2009,Racing,Valcon Games,0.03,0,0,0,0.04,,,tbd,,Coldwood Interactive,E
Blood Bowl,PC,2009,Sports,Focus Home Interactive,0.02,0.02,0,0,0.04,72,34,6.5,57,Cyanide,T
Dungeon Raiders,DS,2009,Role-Playing,Focus Home Interactive,0.04,0,0,0,0.04,,,tbd,,Cyanide,E10+
Jig-A-Pix: Pets,DS,2009,Puzzle,Zushi Games,0.03,0,0,0,0.04,,,tbd,,Frame Studios Interactive,E
Ultimate Game Room,DS,2009,Misc,Majesco Entertainment,0.03,0,0,0,0.04,,,tbd,,FrontLine Studios,E
Secret Files 2: Puritas Cordis,PC,2009,Adventure,Deep Silver,0,0.03,0,0,0.04,64,14,7.1,17,"Fusionsphere Systems, Animation Arts",T
Tropico 3,PC,2009,Strategy,Kalypso Media,0,0.04,0,0.01,0.04,79,48,8.1,184,Haemimont,T
Astro Boy: The Video Game,PSP,2009,Action,D3Publisher,0.04,0,0,0,0.04,60,6,tbd,,High Voltage Software,E10+
Rollin' Rascals,DS,2009,Puzzle,Rising Star Games,0.04,0,0,0,0.04,,,tbd,,Hoget,E
Valhalla Knights 2: Battle Stance,PSP,2009,Role-Playing,Marvelous Interactive,0,0,0.04,0,0.04,,,tbd,,K2,E10+
Emergency Room: Real Life Rescues,DS,2009,Simulation,505 Games,0.04,0,0,0,0.04,,,tbd,,Legacy Interactive,T
Grey's Anatomy: The Video Game,DS,2009,Adventure,Ubisoft,0.03,0.01,0,0,0.04,,,7.5,4,Longtail Studios,T
World in Conflict: Complete Edition,PC,2009,Strategy,Ubisoft,0,0.03,0,0.01,0.04,,,tbd,,Massive Entertainment,T
Nanda's Island,DS,2009,Puzzle,Phenomedia,0.04,0,0,0,0.04,,,tbd,,MumboJumbo,E
C.O.R.E.,DS,2009,Shooter,Graffiti,0.03,0,0,0,0.04,44,16,6.9,19,NoWay Studio,M
Half-Minute Hero 2,PSP,2009,Role-Playing,Rising Star Games,0,0,0.04,0,0.04,,,,,Opus,E10+
Runaway: A Twist of Fate,PC,2009,Adventure,Focus Home Interactive,0,0.04,0,0.01,0.04,79,15,8.2,40,Pendulo Studios,T
The Chase: Felix Meets Felicity,DS,2009,Action,Atari,0.04,0,0,0,0.04,59,9,tbd,,Razorback Developments,E
Free Running,Wii,2009,Sports,Reef Entertainment,0.02,0.02,0,0,0.04,,,tbd,,Rebellion,T
Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0,0.03,0,0.01,0.04,70,42,7.2,204,Relic,M
Metal Slug XX,PSP,2009,Shooter,DHM Interactive,0.03,0,0,0,0.04,67,22,6.1,9,SNK Playmore,T
Tom Clancy's HAWX,PC,2009,Action,Ubisoft,0,0.03,0,0.01,0.04,70,23,7.3,125,Ubisoft,T
Cook Wars,Wii,2009,Misc,Ubisoft,0.03,0,0,0,0.04,,,tbd,,Virtual Toys,E
Saints Row 2,PC,2009,Action,THQ,0,0.03,0,0.01,0.04,72,24,6.8,380,Volition Inc.,M
Sudoku Ball Detective,Wii,2009,Puzzle,Playlogic Game Factory,0.02,0.01,0,0,0.04,,,tbd,,Whitebear,E10+
Chicken Blaster,DS,2009,Shooter,Zushi Games,0.04,0,0,0,0.04,,,tbd,,Zoo Games,E10+
Chaos;Head Noah,X360,2009,Adventure,5pb,0,0,0.04,0,0.04,,,,,,
Starry ? Sky: After Spring,PSP,2009,Misc,Aqua Plus,0,0,0.04,0,0.04,,,,,,
Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009,Strategy,Aqua Plus,0,0,0.04,0,0.04,,,,,,
A Ressha de Ikou DS,DS,2009,Simulation,ArtDink,0,0,0.04,0,0.04,,,,,,
Growlanser,PSP,2009,Role-Playing,Atlus,0,0,0.04,0,0.04,,,,,,
My Body Coach,Wii,2009,Sports,Big Ben Interactive,0,0.04,0,0,0.04,,,,,,
Logic Machines,DS,2009,Puzzle,City Interactive,0.03,0,0,0,0.04,,,,,,
Black Mirror 2,PC,2009,Adventure,DTP Entertainment,0,0.04,0,0.01,0.04,,,,,,
Sacred Blaze,PS2,2009,Strategy,Flight-Plan,0,0,0.04,0,0.04,,,,,,
Hakuouki: Zuisouroku,PS2,2009,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,
BeatMania IIDX 16: Empress + Premium Best,PS2,2009,Simulation,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,
Jikkyou Powerful Major League 2009,Wii,2009,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,
Ookami Kakushi,PSP,2009,Action,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,
Music Maker: Rockstar,PS2,2009,Misc,Magix,0.02,0.01,0,0,0.04,,,,,,
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,2009,Fighting,Marvelous Interactive,0,0,0.04,0,0.04,,,,,,
Luminous Arc 3,DS,2009,Role-Playing,Marvelous Interactive,0,0,0.04,0,0.04,,,,,,
Family Fortunes,DS,2009,Misc,Mindscape,0,0.04,0,0,0.04,,,,,,
I'm A Celebrity: Get Me Out of Here!,DS,2009,Misc,Mindscape,0,0.04,0,0,0.04,,,,,,
Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,2009,Puzzle,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,2009,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
Super Robot Gakuen,DS,2009,Adventure,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,2009,Misc,Nintendo,0,0,0.04,0,0.04,,,,,,
Challenge Me: Maths Workout,DS,2009,Puzzle,Oxygen Interactive,0.04,0,0,0,0.04,,,,,,
Tomoyo After: It's a Wonderful Life CS Edition,PSP,2009,Adventure,Prototype,0,0,0.04,0,0.04,,,,,,
Sonic PC Collection,PC,2009,Misc,Sega,0,0.04,0,0,0.04,,,,,,
The King of Fighters 2002: Unlimited Match,PS2,2009,Fighting,SNK Playmore,0,0,0.04,0,0.04,,,,,,
Saru! Get You! Pipo Saru Senki,PSP,2009,Role-Playing,Sony Computer Entertainment,0,0,0.04,0,0.04,,,,,,
428: Fuusa Sareta Shibuya de,PSP,2009,Adventure,Spike,0,0,0.04,0,0.04,,,,,,
Way of the Samurai 2 Portable,PSP,2009,Action,Spike,0,0,0.04,0,0.04,,,,,,
Kuroshitsuji: Phantom & Ghost,DS,2009,Action,Square Enix,0,0,0.04,0,0.04,,,,,,
Naruto Shippuuden: Shinobi Retsuden III,DS,2009,Action,Takara Tomy,0,0,0.04,0,0.04,,,,,,
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,PSP,2009,Adventure,Tecmo Koei,0,0,0.04,0,0.04,,,,,,
Kiniro no Corda 2 f,PSP,2009,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04,,,,,,
Taikou Risshiden V,PSP,2009,Strategy,Tecmo Koei,0,0,0.04,0,0.04,,,,,,
Avatar: The Game,PC,2009,Action,Ubisoft,0,0.04,0,0.01,0.04,,,,,,
Jojo's Fashion Show: Design in a Dash!,DS,2009,Simulation,Ubisoft,0.04,0,0,0,0.04,,,,,,
Sleepover Party,Wii,2009,Misc,Ubisoft,0.03,0,0,0,0.04,,,,,,
M&M's Beach Party,Wii,2009,Misc,Zoo Digital Publishing,0.04,0,0,0,0.04,,,,,,
Glacier2,Wii,2009,Racing,Zoo Games,0.04,0,0,0,0.04,,,,,,
Dora's Big Birthday Adventure,PS2,2010,Misc,Take-Two Interactive,0.02,0.01,0,0,0.04,,,tbd,,2K Games,E
World Championship Spelling,DS,2010,Misc,505 Games,0.04,0,0,0,0.04,,,tbd,,505 Games,E
Honda ATV Fever,Wii,2010,Racing,Storm City Games,0.04,0,0,0,0.04,,,tbd,,Beyond Reality,E
Split/Second,PC,2010,Racing,Disney Interactive Studios,0,0.04,0,0.01,0.04,79,18,8.2,116,Black Rock Studio,E10+
City Builder,Wii,2010,Misc,Virtual Play Games,0.04,0,0,0,0.04,,,tbd,,Collision Studios,E
Casual Mania!,DS,2010,Puzzle,Foreign Media Games,0.04,0,0,0,0.04,,,tbd,,Foreign Media,E
The Treasures of Montezuma,DS,2010,Puzzle,Foreign Media Games,0.02,0.01,0,0,0.04,,,tbd,,Foreign Media,E
Patrician IV,PC,2010,Strategy,Kalypso Media,0.03,0,0,0,0.04,66,18,6.4,34,Gaming Minds Studios,E
Sins of a Solar Empire: Trinity,PC,2010,Strategy,Kalypso Media,0,0.03,0,0.01,0.04,,,7.9,19,Ironclad Games,T
Who Wants to Be a Millionaire: 3rd Edition,DS,2010,Misc,Ubisoft,0.04,0,0,0,0.04,,,tbd,,Ludia Inc.,E
Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,0,0,0,0.04,38,8,1.7,10,Panic Button,T
The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,0,0,0,0.04,70,10,8.6,7,Snap Dragon Games,E10+
Sushi Go-Round,DS,2010,Simulation,Asylum Entertainment,0.04,0,0,0,0.04,,,tbd,,SouthPeak Games,E
Greg Hastings Paintball 2,PS3,2010,Shooter,Majesco Entertainment,0.03,0,0,0,0.04,46,5,tbd,,Super X Studios,E10+
CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0,0.03,0,0.01,0.04,47,5,5.5,6,Telltale Games,M
The History Channel: Great Battles - Medieval,PS3,2010,Strategy,Slitherine Software,0,0.03,0,0.01,0.04,,,,,War Drum Studios,
Jane's Hotel,DS,2010,Simulation,Unknown,0.03,0,0,0,0.04,,,tbd,,Zoo Games,E
Saki Portable,PSP,2010,Adventure,Alchemist,0,0,0.04,0,0.04,,,,,,
NatGeo Challenge! Wild Life,Wii,2010,Misc,Black Bean Games,0.03,0,0,0,0.04,,,,,,
Monster Hunter Frontier Online: Season 9.0,X360,2010,Role-Playing,Capcom,0,0,0.04,0,0.04,,,,,,
Espgaluda II Black Label,X360,2010,Shooter,Cave,0,0,0.04,0,0.04,,,,,,
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,2010,Role-Playing,ChunSoft,0,0,0.04,0,0.04,,,,,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010,Misc,D3Publisher,0,0,0.04,0,0.04,,,,,,
All Points Bulletin,PC,2010,Role-Playing,Electronic Arts,0,0.03,0,0.01,0.04,,,,,,
Sherlock Holmes: Secret of The Silver Earring,Wii,2010,Adventure,Focus Home Interactive,0,0.03,0,0,0.04,,,,,,
B's-LOG Party♪,PSP,2010,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,
Da Capo I & II Plus Situation Portable,PSP,2010,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04,,,,,,
Shukufuku no Campanella Portable,PSP,2010,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04,,,,,,
Gormiti: The Lords of Nature!,Wii,2010,Adventure,Konami Digital Entertainment,0.03,0,0,0,0.04,,,,,,
Zac to Ombra: Maboroshi no Yuuenchi,DS,2010,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,
Forza Motorsport 3: Ultimate Edition,X360,2010,Racing,Microsoft Game Studios,0,0.04,0,0.01,0.04,,,,,,
Battle Spirits: Digital Starter,DS,2010,Role-Playing,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
Cheer We Go!,DS,2010,Misc,Natsume,0.04,0,0,0,0.04,,,,,,
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010,Adventure,Nippon Ichi Software,0,0,0.04,0,0.04,,,,,,
Little Busters! Converted Edition,PSP,2010,Adventure,Prototype,0,0,0.04,0,0.04,,,,,,
Ape Escape,PS3,2010,Platform,Sony Computer Entertainment,0,0.03,0,0.01,0.04,,,,,,
Trick x Logic: Season 2,PSP,2010,Adventure,Sony Computer Entertainment,0,0,0.04,0,0.04,,,,,,
Heathcliff! Frantic Foto,DS,2010,Misc,Storm City Games,0.04,0,0,0,0.04,,,,,,
Harukanaru Toki no Naka de 4: Aizouban,PSP,2010,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04,,,,,,
San Goku Shi DS 3,DS,2010,Strategy,Tecmo Koei,0,0,0.04,0,0.04,,,,,,
Winning Post World 2010,PS3,2010,Sports,Tecmo Koei,0,0,0.04,0,0.04,,,,,,
Paws & Claws: Regal Resort,DS,2010,Simulation,THQ,0.04,0,0,0,0.04,,,,,,
Gummy Bears Mini Golf,Wii,2010,Sports,Unknown,0.04,0,0,0,0.04,,,,,,
North American Hunting Extravaganza 2,Wii,2010,Sports,Unknown,0.03,0,0,0,0.04,,,,,,
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,2010,Adventure,Yeti,0,0,0.04,0,0.04,,,,,,
Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,0,0,0.04,0,0.04,67,23,8.2,50,5pb,M
Beastly Frantic Foto,DS,2011,Puzzle,Storm City Games,0.04,0,0,0,0.04,,,tbd,,7Raven Studios,E
Off-Road Drive,PC,2011,Racing,1C Company,0,0.03,0,0,0.04,60,10,6.4,17,Avalon Style,
Active Life: Magical Carnival,Wii,2011,Misc,Namco Bandai Games,0.03,0.01,0,0,0.04,,,tbd,,Bandai Namco Games,E
Men of War: Vietnam,PC,2011,Strategy,Unknown,0,0.03,0,0.01,0.04,68,19,4.9,35,Best Way,T
Shadow of the Colossus,PS3,2011,Action,Sony Computer Entertainment,0,0,0.04,0,0.04,,,8.4,72,Bluepoint Games,T
Get Up and Dance,PS3,2011,Misc,O-Games,0.03,0,0,0,0.04,,,tbd,,Crave,T
Phantom Breaker,X360,2011,Fighting,5pb,0.02,0,0.02,0,0.04,,,,,Delta Factory,T
100 Classic Games,DS,2011,Misc,Rondomedia,0,0.03,0,0,0.04,,,,,Easy Interactive,
